Unnamed: 0,realSum,room_type,room_private,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index_norm,rest_index_norm
0,250.5668139214174,Entire home/apt,False,3.0,True,10.0,99.0,1,1.732893381017552,0.2126270630273891,8.496978848776331,4.424871135625918
1,156.60425870088588,Entire home/apt,False,3.0,False,10.0,97.0,1,4.807911759774244,0.2282531034796721,5.739643396150461,2.049380369753787
2,283.0563541593624,Entire home/apt,False,5.0,True,10.0,95.0,2,2.8117726717374003,0.2441628667465064,7.250956955046468,3.618472920043242
3,301.75537012364725,Entire home/apt,False,4.0,True,10.0,94.0,2,3.2405949044170126,0.6104299085746427,6.62258809506262,3.1044889325921967
4,150.76081621204685,Entire home/apt,False,2.0,True,10.0,96.0,1,2.2411456013369726,1.119506679321442,8.898738477111191,3.6898239495671095
5,162.4477011897249,Private room,True,2.0,True,10.0,99.0,1,4.611961297509255,0.1999263376405432,3.729599484445128,1.805253730501952
6,196.33966762499125,Entire home/apt,False,3.0,True,9.0,91.0,1,2.371546720649778,0.452411779628955,8.981587654968383,4.939994334752319
7,107.75307949419162,Private room,True,2.0,False,8.0,92.0,1,3.629103159217296,0.4731590304161421,4.473088060141057,2.2426182858426134
8,196.33966762499125,Entire home/apt,False,4.0,True,9.0,86.0,1,2.3013454421702315,0.5043177160124774,9.264223793995376,5.202166401321521
9,212.23383119463335,Entire home/apt,False,2.0,True,10.0,97.0,1,2.01113664380809,0.6790798907984312,10.409301302854251,5.689300930854491
10,235.6076011499895,Entire home/apt,False,2.0,True,10.0,97.0,1,1.8900614311022708,0.6847805887567694,11.129902634818809,6.345149513383512
11,251.50176471963164,Entire home/apt,False,2.0,False,9.0,90.0,1,1.3833728671018028,0.1348377746547809,9.191889869439924,5.031186043316072
12,251.50176471963164,Entire home/apt,False,2.0,False,10.0,100.0,1,1.5902929645780357,0.316954029275263,8.316342670277663,4.4180487439724665
13,129.95816095177992,Entire home/apt,False,2.0,False,9.0,89.0,1,2.866544015085418,0.6309352144748267,7.62446851310779,3.724605774376238
14,270.20078068391655,Entire home/apt,False,4.0,False,10.0,87.0,1,1.270137239401398,0.0447239011550992,10.06726489190214,5.53438519799618
15,456.95720262721176,Entire home/apt,False,6.0,False,9.0,88.0,2,3.645033449117763,1.1125189526714243,5.385328338615851,2.5728254965305326
16,300.3529439263259,Entire home/apt,False,4.0,True,10.0,97.0,1,1.3459502566018784,0.3547830987730982,10.402369932407046,5.225479363374476
17,155.43557020311806,Private room,True,2.0,False,10.0,88.0,1,1.6519365505537065,0.2420907862965439,11.936735546436882,6.259418232495085
18,170.62852067409955,Entire home/apt,False,2.0,True,10.0,99.0,1,5.102904559319305,0.5023512699532978,6.732134773975476,2.000687467274713
19,463.9693336138186,Entire home/apt,False,2.0,False,10.0,100.0,1,1.2327174476308211,0.4713739059285497,11.516218446872369,5.97277462524548
